customer_id,gender,age,country,city,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,total_revenue,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,survey_response,referral_count,churn
CUST_00012,Male,54,Bangladesh,Dhaka,Enterprise,14,Web,Monthly,24,2,10.223439800416369,6,0.04,9,20,280,Card,0,No,Yes,2,49.72450588691105,Service,4.0,0,0.3,0.17,77,Satisfied,0,0
CUST_00013,Male,65,Bangladesh,London,Individual,41,Web,Monthly,28,4,15.369837667741278,5,0.34,0,50,2050,PayPal,1,No,No,1,24.467867747682483,None,2.0,0,0.36,0.26,19,Satisfied,1,0
CUST_00014,Male,24,Germany,Dhaka,Individual,48,Referral,Monthly,19,6,13.991212386315038,4,0.22,4,30,1440,Card,1,No,Yes,1,26.919822247328252,Service,3.0,0,0.55,0.26,-16,Neutral,0,0
CUST_00015,Female,22,Germany,Delhi,Individual,2,Referral,Yearly,32,7,9.025836761320804,9,0.0,5,30,60,Card,2,No,No,2,30.955884520251878,None,3.0,0,0.21,0.19,55,Neutral,1,0
CUST_00016,Male,28,USA,Toronto,Enterprise,14,Mobile,Monthly,14,2,16.185839364714774,4,0.11,20,20,280,Card,1,No,No,0,42.7623883351522,Technical,4.0,0,0.71,0.36,-30,Satisfied,1,0
CUST_00017,Female,32,Australia,New York,Individual,4,Web,Monthly,1,7,17.421436539865446,7,-0.08,12,30,120,Bank Transfer,0,Yes,No,1,36.61299125758428,None,3.0,0,0.32,0.13,3,Unsatisfied,0,1
CUST_00018,Female,20,Australia,Dhaka,Individual,3,Referral,Yearly,9,0,18.70103140272973,7,-0.03,0,70,210,Bank Transfer,1,Yes,No,2,41.268949169905504,Technical,3.0,0,0.61,0.47,60,Satisfied,2,0
CUST_00019,Female,22,Germany,Toronto,Individual,3,Web,Yearly,21,7,20.333383249273233,7,0.0,0,30,90,PayPal,0,Yes,Yes,1,40.22396316663823,Service,4.0,0,0.89,0.41,23,Satisfied,2,0
CUST_00020,Male,40,UK,Sydney,Individual,11,Web,Monthly,22,1,10.63221144303896,2,-0.11,0,10,110,Card,0,No,No,4,15.011731251479317,Technical,3.0,1,0.21,0.2,61,Neutral,2,0
CUST_00021,Female,70,UK,London,Individual,5,Mobile,Quarterly,21,7,22.010395319376588,6,0.05,0,30,150,PayPal,1,No,No,0,32.14156915876213,None,3.0,0,0.32,0.3,-12,Neutral,1,0
CUST_00022,Male,54,USA,London,SME,48,Web,Monthly,32,6,14.493707850010873,2,-0.28,3,10,480,Bank Transfer,2,No,Yes,0,18.325894230925428,None,5.0,2,0.81,0.36,25,Satisfied,1,0
CUST_00023,Female,26,UK,Sydney,SME,55,Web,Quarterly,21,5,20.270804267021244,3,0.04,2,70,3850,Bank Transfer,0,Yes,No,2,22.11248788096376,Technical,4.0,1,0.85,0.41,22,Satisfied,0,0
CUST_00024,Female,32,UK,Toronto,Individual,29,Referral,Monthly,23,2,10.579038891079623,3,-0.04,16,30,870,Card,1,No,No,0,7.510576743122932,Technical,4.0,0,0.62,0.14,18,Satisfied,0,0
CUST_00025,Female,20,UK,Dhaka,SME,28,Web,Monthly,29,1,27.014611022290183,3,0.13,11,50,1400,PayPal,1,No,No,1,22.870343209463655,Billing,2.0,0,0.57,0.44,-3,Satisfied,0,0
CUST_00026,Female,46,Canada,New York,SME,23,Referral,Quarterly,3,2,18.530485715499985,5,-0.05,1,10,230,Card,1,No,No,3,28.12195843508985,Billing,3.0,1,0.83,0.5,44,Neutral,2,0
CUST_00027,Female,23,USA,Toronto,Enterprise,30,Referral,Quarterly,27,6,15.788155628849376,6,0.06,8,20,600,Bank Transfer,1,Yes,No,3,13.018917488324975,None,1.0,1,0.67,0.28,4,Neutral,1,0
CUST_00028,Female,34,Germany,New York,Individual,23,Referral,Monthly,33,2,6.510632970876996,5,-0.03,28,30,690,PayPal,0,No,No,0,28.82301279621892,Service,3.0,0,0.31,0.38,68,Unsatisfied,1,0
CUST_00029,Female,43,UK,Delhi,Individual,51,Referral,Monthly,27,6,22.606959420019678,4,-0.14,8,10,510,Card,1,No,No,0,29.168011225841518,Billing,4.0,1,0.23,0.04,34,Satisfied,1,0
CUST_00030,Female,38,India,Sydney,SME,41,Mobile,Yearly,23,3,7.405863696755413,4,0.04,6,10,410,Card,0,Yes,No,1,27.26873149783884,None,4.0,1,0.68,0.37,38,Neutral,0,0
CUST_00031,Male,25,Bangladesh,Berlin,Individual,22,Mobile,Monthly,28,7,30.52033151327268,5,0.03,16,70,1540,PayPal,0,No,No,1,24.020495392937658,None,5.0,0,0.58,0.48,-65,Neutral,1,0
CUST_00032,Male,38,Canada,New York,Individual,43,Referral,Quarterly,0,2,20.129207067495116,6,0.16,17,10,430,Card,1,No,No,1,8.215345852025811,Technical,3.0,1,0.85,0.37,1,Satisfied,2,0
CUST_00033,Female,74,UK,London,SME,12,Web,Monthly,18,4,5.868476305884711,6,0.24,4,30,360,PayPal,0,No,No,1,19.83159490120358,Billing,4.0,1,0.11,0.17,-25,Satisfied,1,0
CUST_00034,Female,28,Bangladesh,Delhi,Individual,27,Web,Quarterly,7,6,16.49188560465506,4,0.36,1,70,1890,Card,2,Yes,Yes,1,24.546222095797237,Technical,3.0,1,0.86,0.47,-36,Unsatisfied,1,0
CUST_00035,Female,55,Bangladesh,London,Individual,58,Mobile,Monthly,23,4,28.769626145819707,6,0.07,17,10,580,Card,0,No,No,1,24.774432124096364,None,2.0,0,0.6,0.18,59,Satisfied,0,0
CUST_00036,Male,25,Canada,Delhi,Individual,59,Mobile,Monthly,9,2,14.90516155537365,5,0.08,14,70,4130,Card,1,No,No,0,23.511860369395556,Billing,3.0,0,0.52,0.09,74,Neutral,1,0
CUST_00037,Female,59,USA,London,SME,40,Mobile,Quarterly,28,5,12.492295115448368,5,0.06,11,20,800,Card,2,Yes,Yes,1,26.817294249167233,Billing,2.0,0,0.44,0.17,28,Neutral,0,1
CUST_00038,Male,41,India,Toronto,Individual,46,Mobile,Monthly,15,7,17.17599674334633,4,-0.1,6,70,3220,Card,1,No,Yes,2,16.19442675664146,Technical,5.0,0,0.28,0.31,-12,Satisfied,0,0
CUST_00039,Male,52,India,Dhaka,SME,49,Mobile,Quarterly,7,5,9.71745806085167,4,-0.04,1,30,1470,Card,0,No,No,1,26.0109118945919,Service,5.0,0,0.59,0.44,-51,Satisfied,1,0
CUST_00040,Male,72,India,Toronto,SME,52,Mobile,Monthly,10,5,24.339220025023657,3,0.09,15,10,520,Card,1,No,No,1,22.911134363826054,Billing,2.0,0,0.29,0.18,30,Satisfied,1,0
CUST_00041,Male,31,UK,Toronto,Individual,15,Web,Monthly,6,7,9.006143751173141,6,0.2,2,30,450,Card,0,No,No,0,26.211355092281895,Technical,3.0,1,0.14,0.22,15,Neutral,1,0
CUST_00042,Male,72,Canada,Dhaka,Individual,47,Web,Quarterly,19,7,18.023546761673483,11,0.2,2,30,1410,Card,1,No,No,0,36.25818442735974,Billing,3.0,0,0.6,0.35,55,Unsatisfied,1,0
CUST_00043,Female,31,India,Delhi,Individual,23,Mobile,Monthly,26,0,23.754851640109614,5,-0.01,1,30,690,Card,0,No,Yes,2,18.490502640880674,Service,2.0,0,0.28,0.02,-5,Satisfied,3,0
CUST_00044,Female,27,Bangladesh,Delhi,SME,44,Web,Monthly,13,4,15.393576161501317,3,-0.1,21,50,2200,Card,0,Yes,No,2,37.28779351559047,Service,3.0,0,0.15,0.43,-17,Satisfied,0,0
CUST_00045,Female,29,Bangladesh,Dhaka,Individual,41,Referral,Monthly,5,1,24.03688813013394,7,0.24,6,100,4100,Card,0,No,No,0,42.107836206717636,Billing,4.0,0,0.56,0.08,9,Unsatisfied,5,0
CUST_00046,Female,55,Australia,London,Enterprise,44,Referral,Monthly,19,0,13.679665271423076,7,-0.07,1,20,880,PayPal,1,No,No,1,21.734585848570255,None,4.0,1,0.76,0.1,17,Unsatisfied,0,0
CUST_00047,Female,61,Australia,New York,Individual,19,Mobile,Monthly,19,1,7.115452536017008,3,-0.17,14,30,570,Card,1,Yes,No,2,25.33143315946949,None,4.0,0,0.58,0.24,87,Neutral,2,0
CUST_00048,Male,72,Canada,Delhi,Individual,44,Referral,Monthly,15,6,20.195862385117866,4,0.05,8,10,440,Card,1,No,No,0,30.04901318281916,Service,3.0,1,0.46,0.06,17,Unsatisfied,3,0
CUST_00049,Female,63,UK,London,Individual,11,Mobile,Monthly,12,2,17.357794918120742,6,-0.02,14,30,330,Card,2,No,No,1,26.745246493339533,None,2.0,1,0.72,0.37,-44,Unsatisfied,1,1
CUST_00050,Female,51,UK,New York,SME,38,Web,Yearly,32,2,8.29113943673211,7,0.0,10,100,3800,Bank Transfer,1,Yes,Yes,2,28.095614598541495,Technical,3.0,0,0.86,0.2,47,Unsatisfied,2,0
CUST_00051,Male,58,USA,Dhaka,Individual,40,Mobile,Monthly,14,7,14.39385549280083,2,-0.01,14,20,800,PayPal,1,No,Yes,0,6.585886462154875,Billing,5.0,0,0.47,0.26,-11,Satisfied,2,0
CUST_00052,Female,27,USA,Toronto,Individual,43,Web,Yearly,5,2,8.17725801847205,10,0.01,1,50,2150,Card,0,Yes,No,2,23.97144827973592,Technical,3.0,0,0.58,0.43,52,Satisfied,0,0
CUST_00053,Male,34,India,Delhi,SME,3,Web,Yearly,19,4,14.956605683514102,4,0.01,1,20,60,PayPal,0,No,No,1,14.665058613879633,None,5.0,2,0.37,0.02,36,Neutral,0,0
CUST_00054,Female,34,Germany,Berlin,Individual,16,Web,Monthly,25,5,30.97642132313397,4,0.1,6,100,1600,PayPal,0,No,No,0,19.74267947652703,Technical,3.0,3,0.47,0.09,-22,Unsatisfied,1,0
CUST_00055,Male,20,Bangladesh,Toronto,Individual,32,Mobile,Monthly,24,0,21.712668188491953,2,0.04,15,20,640,Bank Transfer,3,No,No,1,35.654759890488556,Technical,3.0,1,0.59,0.15,-3,Neutral,3,0
CUST_00056,Female,48,USA,Sydney,SME,38,Mobile,Monthly,4,1,19.38887853212307,4,0.01,10,50,1900,Card,1,Yes,No,1,28.65533318527303,Service,5.0,1,0.71,0.1,-61,Satisfied,0,0
CUST_00057,Female,68,UK,New York,SME,9,Web,Quarterly,32,6,16.181186299618698,4,0.09,15,50,450,PayPal,0,No,No,2,30.974051105967675,Service,4.0,0,0.47,0.12,60,Unsatisfied,0,0
CUST_00058,Male,18,Bangladesh,Berlin,Individual,41,Web,Quarterly,22,3,22.34384180539017,5,0.14,4,10,410,PayPal,0,Yes,No,2,23.503369709326435,Service,4.0,0,0.1,0.18,28,Satisfied,0,0
CUST_00059,Male,29,Germany,Toronto,Individual,38,Mobile,Quarterly,25,5,15.542769834235148,5,-0.17,0,50,1900,PayPal,2,No,Yes,1,21.721395796459497,None,2.0,0,0.61,0.04,29,Unsatisfied,0,0
CUST_00060,Male,56,USA,Delhi,SME,5,Web,Quarterly,46,0,2.45188400733597,5,-0.08,1,50,250,Card,0,No,No,1,35.93881945559706,Service,3.0,1,0.62,0.45,59,Satisfied,0,0
CUST_00061,Male,21,Canada,Berlin,Individual,1,Web,Monthly,27,1,5.626137004810996,4,-0.22,3,10,10,Bank Transfer,1,Yes,No,2,22.506607114960165,Technical,3.0,0,0.59,0.4,-33,Satisfied,0,0
CUST_00062,Male,59,Australia,London,SME,35,Mobile,Yearly,25,6,11.15873803906122,3,0.01,25,20,700,PayPal,0,Yes,No,2,33.26707232654894,Service,4.0,0,0.88,0.37,39,Neutral,1,1
CUST_00063,Male,30,USA,New York,Individual,35,Web,Monthly,17,3,12.051570326421885,4,-0.06,13,20,700,Card,0,Yes,No,1,36.28579911694359,Technical,2.0,0,0.67,0.07,94,Satisfied,0,0
CUST_00064,Male,51,USA,Sydney,Individual,12,Web,Yearly,19,0,15.179540884293129,5,-0.12,9,10,120,Card,1,No,No,3,33.16694971327691,Technical,4.0,0,0.32,0.01,33,Satisfied,1,0
CUST_00065,Male,59,Canada,London,Individual,36,Web,Monthly,7,0,23.3082550906363,6,0.02,23,30,1080,PayPal,0,Yes,Yes,3,31.224061964874053,None,4.0,1,0.48,0.05,67,Satisfied,0,0
CUST_00066,Female,38,UK,Berlin,Individual,21,Mobile,Monthly,20,5,17.727144801829468,4,-0.13,0,50,1050,Bank Transfer,1,No,Yes,2,17.062046825596674,Service,3.0,0,0.45,0.23,0,Unsatisfied,1,0
CUST_00067,Female,39,India,Toronto,SME,48,Referral,Yearly,36,2,16.24636952831633,7,0.09,7,20,960,Card,1,Yes,No,1,12.20311733225302,Billing,2.0,0,0.65,0.27,-39,Satisfied,0,0
CUST_00068,Male,74,Canada,New York,Individual,43,Referral,Quarterly,24,5,7.281570771729517,6,0.01,12,20,860,PayPal,0,No,No,1,28.536773511797126,Service,5.0,0,0.59,0.32,-2,Satisfied,2,0
CUST_00069,Female,21,India,Delhi,Individual,8,Mobile,Quarterly,42,0,13.922269262212847,2,-0.02,0,50,400,PayPal,0,No,No,2,35.07518016065944,None,5.0,0,0.45,0.03,79,Satisfied,1,0
CUST_00070,Female,35,USA,Sydney,Enterprise,27,Web,Monthly,25,5,10.657705746528642,2,0.04,12,20,540,PayPal,0,No,No,1,24.2726440000758,None,4.0,0,0.81,0.27,100,Neutral,2,0
CUST_00071,Female,22,UK,Toronto,Individual,9,Web,Yearly,22,5,7.841616587790844,4,0.1,10,10,90,Card,1,No,Yes,1,18.636644507647826,Technical,2.0,0,0.13,0.09,-33,Neutral,2,0
CUST_00072,Female,36,Germany,Sydney,SME,28,Web,Yearly,18,6,1.0,5,0.01,9,30,840,PayPal,0,Yes,No,1,25.85601605427897,None,4.0,0,0.43,0.38,1,Satisfied,1,0
CUST_00073,Male,19,USA,Delhi,Enterprise,30,Mobile,Monthly,39,5,6.7153173810162485,5,-0.03,32,50,1500,Card,1,Yes,No,1,31.371738338223714,Billing,3.0,0,0.79,0.04,53,Satisfied,3,0
CUST_00074,Female,29,Canada,Dhaka,Enterprise,14,Mobile,Monthly,15,7,27.21491300956673,3,-0.01,2,30,420,Card,0,Yes,No,3,47.066245287046016,Billing,5.0,0,0.12,0.5,44,Neutral,2,0
CUST_00075,Male,34,Germany,New York,SME,23,Mobile,Quarterly,12,6,23.158078444131448,8,0.13,35,50,1150,Bank Transfer,0,Yes,No,1,33.49090483245683,Billing,4.0,0,0.83,0.25,26,Satisfied,1,0
CUST_00076,Female,27,Australia,Berlin,Individual,29,Web,Yearly,11,1,9.025624677591097,4,-0.21,25,50,1450,Card,1,No,No,0,19.291813740483427,Billing,2.0,1,0.47,0.42,1,Unsatisfied,0,0
CUST_00077,Female,51,Germany,Sydney,Enterprise,26,Web,Quarterly,42,2,11.617056374949732,9,0.01,16,70,1820,PayPal,0,No,No,1,25.00014652177512,None,3.0,0,0.64,0.44,15,Neutral,3,0
CUST_00078,Female,23,Canada,New York,SME,22,Web,Yearly,21,0,32.60016552142086,1,0.22,25,50,1100,Bank Transfer,1,Yes,No,1,38.0296557615061,Billing,5.0,1,0.73,0.24,39,Neutral,1,0
CUST_00079,Male,25,Bangladesh,Sydney,SME,15,Mobile,Monthly,20,6,31.660392796475012,2,0.15,33,20,300,Bank Transfer,0,Yes,No,1,20.81343047798432,Technical,5.0,1,0.58,0.03,-64,Unsatisfied,1,0
CUST_00080,Female,68,Germany,Toronto,Individual,51,Web,Yearly,25,2,16.508693873052273,1,0.06,8,20,1020,Bank Transfer,1,No,Yes,2,19.660778628381163,Technical,5.0,0,0.15,0.17,-42,Satisfied,1,0
CUST_00081,Male,28,Canada,Sydney,Enterprise,9,Mobile,Monthly,17,7,20.236770866722445,6,0.1,5,10,90,Bank Transfer,1,Yes,Yes,3,26.198628263857735,Billing,4.0,2,0.54,0.43,1,Neutral,1,0
CUST_00082,Female,74,Bangladesh,Dhaka,SME,26,Web,Monthly,12,3,17.08881608166477,6,0.36,3,20,520,Card,0,No,No,2,16.607304116671422,Technical,3.0,1,0.19,0.45,10,Satisfied,1,0
CUST_00083,Male,29,USA,Toronto,SME,17,Mobile,Monthly,11,1,12.801705909092519,6,0.05,2,20,340,PayPal,0,No,No,1,23.123570376440576,Technical,3.0,0,0.49,0.48,5,Satisfied,3,0
CUST_00084,Female,26,Bangladesh,Toronto,Individual,9,Web,Quarterly,11,3,16.935084014882968,7,-0.05,7,50,450,Card,0,No,No,1,8.736811836497063,Technical,4.0,1,0.19,0.13,39,Neutral,2,0
CUST_00085,Male,19,UK,New York,Individual,3,Web,Monthly,0,1,19.412293070586706,7,0.21,15,20,60,Card,1,Yes,No,0,16.225823143501692,Technical,3.0,1,0.13,0.03,88,Satisfied,0,0
CUST_00086,Male,25,Australia,London,Enterprise,57,Web,Yearly,20,4,22.368647298708673,6,0.05,4,50,2850,Card,0,No,No,1,25.44715626778054,Technical,4.0,1,0.16,0.49,15,Satisfied,1,0
CUST_00087,Female,28,Bangladesh,Delhi,Individual,16,Web,Yearly,4,3,17.29903630165888,3,-0.25,17,100,1600,Card,0,No,No,2,25.60697898790763,None,4.0,0,0.29,0.37,22,Satisfied,1,0
CUST_00088,Male,70,UK,Sydney,Individual,13,Web,Quarterly,25,6,17.196418338992782,7,0.05,6,50,650,Bank Transfer,0,No,Yes,0,22.71849160008816,Billing,4.0,1,0.39,0.17,80,Satisfied,2,0
CUST_00089,Female,53,UK,Berlin,SME,26,Referral,Monthly,28,4,6.145405880843796,5,0.1,2,50,1300,Card,0,No,No,3,30.796739985777144,None,3.0,1,0.78,0.43,-27,Satisfied,0,0
CUST_00090,Female,27,UK,Toronto,Individual,17,Web,Monthly,13,5,9.222364270439003,6,-0.12,9,30,510,PayPal,0,No,No,0,26.81470176554447,Technical,5.0,0,0.13,0.05,61,Satisfied,0,0
CUST_00091,Female,38,Bangladesh,London,Individual,32,Web,Monthly,23,2,2.3202353997671725,5,0.32,27,20,640,Card,0,No,No,2,23.628089126455563,Service,2.0,0,0.73,0.13,8,Satisfied,0,0
CUST_00092,Female,37,Canada,Toronto,Individual,24,Mobile,Quarterly,27,3,18.31386576641149,8,-0.07,1,10,240,PayPal,0,Yes,No,3,27.0711804896054,Technical,3.0,0,0.16,0.13,-7,Satisfied,0,0
CUST_00093,Female,65,Canada,London,Individual,54,Mobile,Monthly,35,0,11.002849942208208,9,-0.06,7,30,1620,Card,0,No,No,1,10.191430871482094,Billing,3.0,0,0.82,0.06,75,Unsatisfied,1,0
CUST_00094,Female,25,Australia,London,Individual,57,Web,Quarterly,16,5,13.605444380697959,5,0.16,0,20,1140,Card,0,No,No,0,2.5319324904463336,Service,3.0,0,0.68,0.49,35,Unsatisfied,2,0
CUST_00095,Female,53,Canada,Berlin,Individual,36,Mobile,Quarterly,5,1,15.602439897373792,6,0.11,14,30,1080,Card,0,No,No,3,30.23055931268139,Service,2.0,0,0.61,0.29,16,Neutral,1,0
CUST_00096,Female,46,India,London,Individual,53,Mobile,Quarterly,10,7,17.110946962047787,4,0.05,20,30,1590,Card,0,No,No,1,25.89525776295612,Billing,4.0,0,0.12,0.12,-13,Unsatisfied,2,0
CUST_00097,Female,59,Canada,Berlin,SME,22,Web,Monthly,3,7,1.6712679694356165,1,0.09,2,30,660,PayPal,0,No,No,1,19.232957694719587,Technical,4.0,0,0.63,0.48,-33,Satisfied,0,1
CUST_00098,Female,29,Canada,New York,Enterprise,9,Mobile,Quarterly,24,0,17.70185946050415,4,-0.03,1,20,180,PayPal,0,Yes,No,1,8.936036829054027,None,4.0,0,0.29,0.12,-69,Unsatisfied,0,0
CUST_00099,Female,31,Canada,Toronto,Individual,22,Web,Monthly,0,6,12.237442367433713,4,-0.05,0,20,440,PayPal,0,No,Yes,1,22.648639723860573,Billing,5.0,0,0.77,0.46,24,Neutral,2,0
CUST_00100,Male,65,USA,Berlin,Individual,41,Web,Monthly,9,0,21.16452613975216,3,-0.15,13,10,410,Bank Transfer,0,No,Yes,1,27.74311949020926,Technical,3.0,0,0.51,0.04,-4,Satisfied,0,0
CUST_00101,Male,71,Australia,Delhi,Individual,50,Referral,Yearly,20,5,12.76019920449449,4,0.31,0,20,1000,Card,1,Yes,No,0,23.780289147546934,Billing,1.0,0,0.14,0.19,-31,Satisfied,0,1
CUST_00102,Female,67,India,Dhaka,SME,46,Web,Monthly,9,2,10.721935535974023,2,-0.18,35,50,2300,Card,2,No,No,2,8.327003405376962,Technical,3.0,0,0.27,0.12,35,Satisfied,0,0
CUST_00103,Female,38,Canada,Toronto,Enterprise,20,Web,Yearly,11,2,22.981659422951186,4,0.01,2,20,400,Bank Transfer,0,No,Yes,1,32.521991650587324,Billing,4.0,0,0.75,0.08,-3,Neutral,0,0
CUST_00104,Female,39,Australia,Dhaka,Individual,3,Referral,Monthly,28,0,8.245176308779024,6,-0.18,9,20,60,Card,0,Yes,No,1,18.69521803861428,None,3.0,0,0.13,0.24,13,Satisfied,2,0
CUST_00105,Female,38,Germany,Delhi,Individual,36,Mobile,Monthly,8,5,11.40770453987805,5,-0.0,10,30,1080,Bank Transfer,3,No,No,3,3.0338094477112847,Billing,3.0,0,0.15,0.18,-43,Unsatisfied,0,0
CUST_00106,Female,61,USA,Sydney,SME,33,Mobile,Monthly,15,0,8.517943200288022,6,0.09,1,50,1650,Card,0,No,Yes,2,27.090135667167104,Technical,3.0,0,0.73,0.07,12,Neutral,0,0
CUST_00107,Female,67,Bangladesh,Delhi,SME,18,Mobile,Yearly,29,0,11.724919600568661,8,0.02,1,20,360,PayPal,1,No,No,3,27.68682332656912,Technical,3.0,0,0.88,0.33,-30,Satisfied,0,0
CUST_00108,Female,47,Canada,New York,Individual,36,Mobile,Yearly,16,1,26.77607403070441,5,0.3,0,10,360,PayPal,0,Yes,No,0,13.430040654587843,Technical,3.0,0,0.66,0.42,-44,Unsatisfied,2,0
CUST_00109,Female,56,India,Sydney,SME,10,Mobile,Monthly,44,2,6.519825501042268,3,0.08,13,10,100,Card,2,No,No,0,14.214393074417842,None,3.0,0,0.1,0.18,15,Satisfied,1,1
CUST_00110,Male,37,USA,Sydney,SME,36,Web,Monthly,30,3,13.22112533529152,7,0.02,1,50,1800,Card,0,No,No,4,32.66325217718728,Technical,3.0,0,0.22,0.31,-2,Neutral,0,0
CUST_00111,Female,41,India,London,Enterprise,21,Web,Quarterly,31,2,20.510960331094797,2,0.12,3,30,630,PayPal,0,Yes,No,0,25.74917382028055,None,4.0,0,0.18,0.03,26,Unsatisfied,0,0
CUST_00112,Male,40,Bangladesh,Delhi,Individual,25,Web,Yearly,6,0,13.435042705259086,3,-0.05,7,20,500,Card,1,No,No,0,30.733824922359034,None,4.0,0,0.26,0.23,37,Satisfied,0,0
CUST_00113,Female,24,Bangladesh,London,Enterprise,49,Web,Quarterly,19,6,17.74061029792407,3,-0.01,14,20,980,PayPal,1,Yes,No,0,21.911491950828623,Technical,4.0,0,0.34,0.12,48,Satisfied,0,0
CUST_00114,Female,26,USA,Delhi,Individual,40,Web,Yearly,17,3,11.263428339928108,5,-0.17,3,10,400,PayPal,0,No,No,0,28.129200889274966,Technical,5.0,1,0.35,0.07,-65,Satisfied,1,0
CUST_00115,Male,18,Germany,Sydney,SME,51,Mobile,Monthly,15,5,14.252363704083999,5,0.16,13,50,2550,Card,0,No,Yes,1,34.045893021338586,None,4.0,0,0.86,0.46,10,Satisfied,0,0
CUST_00116,Female,43,Australia,London,Individual,9,Web,Quarterly,14,6,13.202278148223513,6,0.08,4,50,450,Bank Transfer,1,No,No,1,25.801793235286997,None,4.0,1,0.23,0.3,-52,Neutral,2,0
CUST_00117,Male,55,USA,Dhaka,Individual,48,Web,Quarterly,18,7,13.697162359122048,6,0.14,10,70,3360,PayPal,0,No,No,0,21.932748773820883,None,3.0,1,0.63,0.14,8,Unsatisfied,0,0
CUST_00118,Female,55,UK,Toronto,SME,27,Mobile,Monthly,0,5,23.21580956014092,3,0.23,5,20,540,Card,0,No,No,1,21.374021815541642,Technical,3.0,0,0.48,0.48,5,Satisfied,1,0
CUST_00119,Female,71,Bangladesh,Delhi,Individual,56,Mobile,Quarterly,10,3,10.755732420873308,7,0.03,21,10,560,Card,0,No,No,0,34.81403626371718,Billing,3.0,0,0.32,0.04,31,Satisfied,0,0
CUST_00120,Male,61,Germany,Delhi,Individual,56,Referral,Yearly,36,7,17.16993281148877,5,-0.03,3,20,1120,Card,1,No,No,1,23.724956179627306,Technical,3.0,0,0.82,0.24,-34,Neutral,0,0
CUST_00121,Female,39,Bangladesh,London,Individual,57,Mobile,Yearly,14,3,21.71973939848709,2,0.07,12,20,1140,Card,0,No,No,3,23.740183497625946,Technical,3.0,1,0.4,0.44,6,Satisfied,1,0
CUST_00122,Male,61,UK,Delhi,Individual,15,Referral,Monthly,13,2,18.863615722027497,1,0.01,9,30,450,Card,1,No,No,0,26.224098172936294,Technical,4.0,0,0.25,0.37,36,Satisfied,0,0
